hotel,arrival_date_year,arrival_date_month,market_segment,customer_type,deposit_type,lead_time_category,canceled_bookings,lost_revenue,avg_adr,avg_stay_duration
City Hotel,2016,October,Direct,Transient,No Deposit,31-90 Days,6,1800.2,146.02,2.17
City Hotel,2016,October,Online TA,Contract,No Deposit,181-365 Days,1,213.4,106.7,2.0
City Hotel,2016,October,Offline TA/TO,Transient,Non Refund,91-180 Days,5,1380.0,115.0,2.4
City Hotel,2016,October,Offline TA/TO,Transient-Party,No Deposit,0-30 Days,1,357.0,119.0,3.0
City Hotel,2016,October,Complementary,Transient,No Deposit,31-90 Days,1,0.0,0.0,1.0
City Hotel,2016,October,Groups,Transient,Non Refund,181-365 Days,6,1312.0,91.0,2.33
City Hotel,2016,October,Offline TA/TO,Transient,No Deposit,181-365 Days,1,390.4,97.6,4.0
City Hotel,2016,October,Direct,Transient,Non Refund,91-180 Days,3,750.0,83.33,3.0
City Hotel,2016,October,Online TA,Transient,Non Refund,181-365 Days,4,1360.0,85.0,4.0
City Hotel,2016,October,Offline TA/TO,Transient-Party,No Deposit,365+ Days,2,460.0,115.0,2.0
City Hotel,2016,October,Offline TA/TO,Transient,Non Refund,31-90 Days,3,780.0,98.33,2.67
City Hotel,2016,November,Online TA,Transient,No Deposit,31-90 Days,240,88322.12,100.31,3.61
City Hotel,2016,November,Offline TA/TO,Transient,Non Refund,91-180 Days,2,720.0,120.0,3.0
City Hotel,2016,November,Online TA,Transient,No Deposit,0-30 Days,125,57806.0,104.79,4.48
City Hotel,2016,November,Online TA,Transient,No Deposit,91-180 Days,78,25807.93,95.32,3.47
City Hotel,2016,November,Direct,Transient,No Deposit,181-365 Days,3,868.25,80.98,3.67
City Hotel,2016,November,Direct,Transient,No Deposit,0-30 Days,19,13449.21,128.43,4.79
City Hotel,2016,November,Aviation,Transient,No Deposit,0-30 Days,3,789.0,89.33,3.0
City Hotel,2016,November,Corporate,Transient,No Deposit,0-30 Days,12,1155.0,69.0,2.5
City Hotel,2016,November,Online TA,Transient,No Deposit,181-365 Days,32,12700.12,93.89,3.78
City Hotel,2016,November,Groups,Transient,Non Refund,365+ Days,9,896.4,57.73,1.67
City Hotel,2016,November,Offline TA/TO,Transient,Non Refund,181-365 Days,4,742.0,70.5,2.5
City Hotel,2016,November,Direct,Transient,No Deposit,31-90 Days,14,6347.56,106.57,4.07
City Hotel,2016,November,Groups,Transient-Party,No Deposit,91-180 Days,3,225.0,75.0,1.0
City Hotel,2016,November,Direct,Transient-Party,No Deposit,0-30 Days,1,89.0,89.0,1.0
City Hotel,2016,November,Corporate,Transient-Party,No Deposit,91-180 Days,1,474.0,79.0,6.0
City Hotel,2016,November,Offline TA/TO,Transient,No Deposit,91-180 Days,7,2932.9,88.17,4.86
City Hotel,2016,November,Groups,Transient,Non Refund,181-365 Days,2,430.0,82.5,2.5
City Hotel,2016,November,Corporate,Transient-Party,Non Refund,181-365 Days,5,1409.0,112.2,2.6
City Hotel,2016,November,Offline TA/TO,Transient,No Deposit,0-30 Days,6,1653.3,93.12,3.33
City Hotel,2016,November,Corporate,Transient-Party,No Deposit,0-30 Days,3,565.0,85.67,2.33
City Hotel,2016,November,Aviation,Transient-Party,No Deposit,0-30 Days,1,95.0,95.0,1.0
City Hotel,2016,November,Offline TA/TO,Transient-Party,No Deposit,0-30 Days,2,324.0,87.0,2.0
City Hotel,2016,November,Complementary,Transient,No Deposit,0-30 Days,1,0.0,0.0,2.0
City Hotel,2016,November,Offline TA/TO,Transient,No Deposit,31-90 Days,5,1406.0,80.0,3.4
City Hotel,2016,November,Complementary,Transient,No Deposit,31-90 Days,2,0.0,0.0,1.5
City Hotel,2016,November,Online TA,Transient-Party,No Deposit,181-365 Days,4,1477.8,75.15,5.0
City Hotel,2016,November,Offline TA/TO,Transient,No Deposit,181-365 Days,2,314.16,61.54,2.5
City Hotel,2016,November,Corporate,Transient-Party,Refundable,91-180 Days,1,474.0,79.0,6.0
City Hotel,2016,November,Corporate,Transient,No Deposit,31-90 Days,1,205.5,68.5,3.0
City Hotel,2016,November,Groups,Transient,No Deposit,181-365 Days,2,431.0,142.0,1.5
City Hotel,2016,November,Groups,Transient-Party,Non Refund,181-365 Days,1,294.0,147.0,2.0
City Hotel,2016,November,Groups,Transient-Party,No Deposit,31-90 Days,7,1070.0,77.86,2.0
City Hotel,2016,November,Groups,Transient,Non Refund,31-90 Days,3,810.0,90.0,3.0
City Hotel,2016,November,Groups,Transient,Non Refund,91-180 Days,1,270.0,90.0,3.0
City Hotel,2016,November,Groups,Transient-Party,No Deposit,0-30 Days,3,356.0,59.33,2.0
City Hotel,2016,December,Groups,Transient,Non Refund,365+ Days,10,885.0,57.1,1.5
City Hotel,2016,December,Online TA,Transient,No Deposit,31-90 Days,213,80121.23,103.93,3.74
City Hotel,2016,December,Online TA,Transient,No Deposit,0-30 Days,158,67688.88,104.38,4.34
City Hotel,2016,December,Online TA,Transient,No Deposit,181-365 Days,157,71170.74,90.79,4.98
City Hotel,2016,December,Online TA,Transient,No Deposit,91-180 Days,115,44687.94,108.35,3.54
City Hotel,2016,December,Offline TA/TO,Transient,No Deposit,181-365 Days,6,1908.7,80.35,4.17
City Hotel,2016,December,Online TA,Transient-Party,No Deposit,181-365 Days,4,1226.45,69.24,4.5
City Hotel,2016,December,Offline TA/TO,Transient,Non Refund,181-365 Days,3,358.0,59.67,2.0
City Hotel,2016,December,Direct,Transient,No Deposit,31-90 Days,8,2530.05,97.73,3.38
City Hotel,2016,December,Direct,Transient,No Deposit,0-30 Days,26,10038.01,120.96,3.73
City Hotel,2016,December,Offline TA/TO,Transient-Party,No Deposit,181-365 Days,3,869.9,81.1,3.67
City Hotel,2016,December,Corporate,Transient,No Deposit,0-30 Days,8,743.0,76.38,1.25
City Hotel,2016,December,Offline TA/TO,Transient,No Deposit,31-90 Days,7,1803.68,94.9,2.86
City Hotel,2016,December,Corporate,Transient-Party,Non Refund,181-365 Days,4,1272.0,106.0,3.0
City Hotel,2016,December,Offline TA/TO,Transient,No Deposit,91-180 Days,2,549.95,80.33,3.5
City Hotel,2016,December,Complementary,Transient,No Deposit,0-30 Days,3,0.0,0.0,0.67
City Hotel,2016,December,Direct,Transient-Party,No Deposit,181-365 Days,2,510.0,63.75,4.0
City Hotel,2016,December,Complementary,Transient-Party,No Deposit,0-30 Days,1,0.0,0.0,1.0
City Hotel,2016,December,Direct,Transient-Party,No Deposit,31-90 Days,2,202.0,101.0,1.0
City Hotel,2016,December,Groups,Transient,Non Refund,0-30 Days,2,985.02,75.84,6.5
City Hotel,2016,December,Direct,Transient,No Deposit,181-365 Days,5,1552.74,87.37,3.6
City Hotel,2016,December,Online TA,Transient,No Deposit,365+ Days,3,724.05,80.45,3.0
City Hotel,2016,December,Direct,Transient,No Deposit,91-180 Days,1,243.5,121.75,2.0
City Hotel,2016,December,Offline TA/TO,Transient,No Deposit,0-30 Days,2,305.0,72.5,2.0
City Hotel,2016,December,Online TA,Transient-Party,No Deposit,91-180 Days,2,846.72,105.84,4.0
City Hotel,2016,December,Groups,Transient-Party,No Deposit,0-30 Days,2,130.0,65.0,1.0
City Hotel,2016,December,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,6,3519.22,170.2,3.67
City Hotel,2016,December,Groups,Transient-Party,No Deposit,31-90 Days,3,1054.06,50.19,7.0
City Hotel,2016,December,Groups,Transient,Non Refund,91-180 Days,1,460.02,76.67,6.0
City Hotel,2017,January,Online TA,Transient,No Deposit,0-30 Days,164,89486.61,99.45,5.49
City Hotel,2017,January,Online TA,Transient,No Deposit,31-90 Days,183,73844.33,94.69,4.28
City Hotel,2017,January,Online TA,Transient,No Deposit,181-365 Days,57,19297.7,94.77,3.56
City Hotel,2017,January,Groups,Transient-Party,No Deposit,31-90 Days,8,1376.0,69.25,2.5
City Hotel,2017,January,Online TA,Transient,No Deposit,91-180 Days,77,33171.68,97.94,4.32
City Hotel,2017,January,Direct,Transient,No Deposit,0-30 Days,8,2452.52,92.5,3.13
City Hotel,2017,January,Groups,Transient,No Deposit,0-30 Days,1,180.0,60.0,3.0
City Hotel,2017,January,Online TA,Transient-Party,No Deposit,181-365 Days,2,639.2,79.9,4.0
City Hotel,2017,January,Direct,Transient,No Deposit,31-90 Days,8,4813.61,103.62,5.75
City Hotel,2017,January,Groups,Transient,Non Refund,365+ Days,8,732.0,60.5,1.5
City Hotel,2017,January,Groups,Transient-Party,No Deposit,0-30 Days,4,664.0,66.5,2.5
City Hotel,2017,January,Direct,Transient,No Deposit,91-180 Days,2,630.9,105.15,3.0
City Hotel,2017,January,Offline TA/TO,Transient,No Deposit,31-90 Days,3,1164.16,85.68,4.67
City Hotel,2017,January,Offline TA/TO,Transient,No Deposit,0-30 Days,5,2169.12,103.66,4.0
City Hotel,2017,January,Groups,Transient,Non Refund,91-180 Days,1,201.0,67.0,3.0
City Hotel,2017,January,Groups,Transient,Non Refund,181-365 Days,1,201.0,67.0,3.0
City Hotel,2017,January,Corporate,Transient-Party,No Deposit,0-30 Days,1,140.0,70.0,2.0
City Hotel,2017,January,Corporate,Transient,Non Refund,31-90 Days,2,150.0,75.0,1.0
City Hotel,2017,January,Aviation,Transient,No Deposit,0-30 Days,1,395.0,79.0,5.0
City Hotel,2017,January,Direct,Transient,No Deposit,181-365 Days,1,67.15,67.15,1.0
City Hotel,2017,January,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,1,75.0,75.0,1.0
City Hotel,2017,January,Groups,Transient,Non Refund,31-90 Days,6,956.0,79.67,2.0
City Hotel,2017,January,Offline TA/TO,Transient,Non Refund,31-90 Days,2,390.0,65.0,3.0
City Hotel,2017,January,Complementary,Transient,No Deposit,0-30 Days,1,0.0,0.0,2.0
City Hotel,2017,January,Corporate,Transient,No Deposit,0-30 Days,3,344.0,70.67,1.67
City Hotel,2017,February,Offline TA/TO,Group,No Deposit,0-30 Days,1,45.0,45.0,1.0
City Hotel,2017,February,Online TA,Transient,No Deposit,0-30 Days,178,73260.36,109.08,3.89
City Hotel,2017,February,Online TA,Transient,No Deposit,31-90 Days,221,85409.94,101.12,3.83
City Hotel,2017,February,Groups,Transient,Non Refund,31-90 Days,7,1150.0,73.57,2.29
City Hotel,2017,February,Online TA,Transient,No Deposit,181-365 Days,44,16040.4,92.14,4.14
City Hotel,2017,February,Direct,Transient-Party,No Deposit,91-180 Days,1,1373.4,98.1,14.0
City Hotel,2017,February,Groups,Transient,Non Refund,365+ Days,8,732.0,60.5,1.5
City Hotel,2017,February,Online TA,Transient,No Deposit,91-180 Days,72,28616.01,99.62,3.99
City Hotel,2017,February,Direct,Transient,No Deposit,91-180 Days,2,831.25,81.38,5.0
City Hotel,2017,February,Complementary,Transient,No Deposit,0-30 Days,2,0.0,0.0,1.0
City Hotel,2017,February,Direct,Transient,No Deposit,0-30 Days,16,6817.7,89.78,3.25
City Hotel,2017,February,Offline TA/TO,Transient,No Deposit,0-30 Days,4,1381.0,86.66,4.0
City Hotel,2017,February,Groups,Transient-Party,No Deposit,0-30 Days,6,1200.0,62.5,3.17
City Hotel,2017,February,Direct,Transient,No Deposit,181-365 Days,5,1531.0,76.55,4.0
City Hotel,2017,February,Offline TA/TO,Transient,No Deposit,91-180 Days,1,300.0,75.0,4.0
City Hotel,2017,February,Direct,Transient,No Deposit,31-90 Days,5,1565.8,89.6,3.4
City Hotel,2017,February,Groups,Transient-Party,No Deposit,31-90 Days,4,572.0,52.0,3.0
City Hotel,2017,February,Direct,Transient-Party,No Deposit,0-30 Days,2,2481.96,103.41,12.0
City Hotel,2017,February,Offline TA/TO,Transient,Non Refund,0-30 Days,1,190.0,95.0,2.0
City Hotel,2017,February,Offline TA/TO,Transient,Non Refund,31-90 Days,2,502.0,86.5,3.0
City Hotel,2017,February,Offline TA/TO,Contract,No Deposit,0-30 Days,3,816.0,68.0,4.0
City Hotel,2017,February,Offline TA/TO,Transient,No Deposit,181-365 Days,1,68.0,68.0,1.0
City Hotel,2017,February,Corporate,Group,No Deposit,0-30 Days,1,80.0,80.0,1.0
City Hotel,2017,February,Corporate,Transient,No Deposit,0-30 Days,3,318.4,79.47,1.33
City Hotel,2017,February,Offline TA/TO,Transient,Non Refund,181-365 Days,1,312.0,78.0,4.0
City Hotel,2017,February,Corporate,Transient-Party,No Deposit,0-30 Days,1,62.4,62.4,1.0
City Hotel,2017,February,Groups,Transient-Party,No Deposit,91-180 Days,4,300.0,75.0,1.0
City Hotel,2017,February,Offline TA/TO,Transient,No Deposit,31-90 Days,1,225.0,75.0,3.0
City Hotel,2017,February,Groups,Transient,No Deposit,0-30 Days,1,480.0,60.0,8.0
City Hotel,2017,March,Direct,Transient,No Deposit,0-30 Days,21,6304.0,81.63,2.81
City Hotel,2017,March,Offline TA/TO,Transient,No Deposit,91-180 Days,4,1006.75,67.94,3.75
City Hotel,2017,March,Online TA,Transient,No Deposit,0-30 Days,132,51504.21,115.16,3.22
City Hotel,2017,March,Online TA,Transient,No Deposit,31-90 Days,268,116287.75,109.68,3.85
City Hotel,2017,March,Online TA,Transient,No Deposit,181-365 Days,63,21716.74,90.8,3.78
City Hotel,2017,March,Groups,Transient,Non Refund,365+ Days,10,915.0,60.5,1.5
City Hotel,2017,March,Online TA,Transient,No Deposit,91-180 Days,140,46640.44,95.38,3.53
City Hotel,2017,March,Groups,Transient,Non Refund,0-30 Days,3,475.0,95.0,1.67
City Hotel,2017,March,Groups,Transient,Non Refund,31-90 Days,3,725.0,105.0,2.33
City Hotel,2017,March,Offline TA/TO,Transient,No Deposit,31-90 Days,15,3496.6,77.53,2.93
City Hotel,2017,March,Groups,Transient-Party,No Deposit,91-180 Days,1,360.0,90.0,4.0
City Hotel,2017,March,Offline TA/TO,Transient,No Deposit,0-30 Days,9,1743.42,74.51,2.67
City Hotel,2017,March,Groups,Transient-Party,No Deposit,0-30 Days,9,1723.0,111.22,2.0
City Hotel,2017,March,Direct,Transient,No Deposit,31-90 Days,6,2125.4,88.72,4.0
City Hotel,2017,March,Corporate,Transient,No Deposit,0-30 Days,2,460.0,87.5,2.5
City Hotel,2017,March,Groups,Transient-Party,No Deposit,31-90 Days,2,456.0,76.0,3.0
City Hotel,2017,March,Groups,Transient,Non Refund,91-180 Days,4,830.0,82.5,2.5
City Hotel,2017,March,Corporate,Transient-Party,No Deposit,181-365 Days,2,1440.0,90.0,8.0
City Hotel,2017,March,Offline TA/TO,Transient,Non Refund,31-90 Days,3,595.0,85.0,2.33
City Hotel,2017,March,Offline TA/TO,Transient,Non Refund,91-180 Days,5,935.0,85.0,2.2
City Hotel,2017,March,Offline TA/TO,Contract,No Deposit,31-90 Days,2,408.0,68.0,3.0
City Hotel,2017,March,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,3,520.0,65.0,2.67
City Hotel,2017,March,Corporate,Transient-Party,No Deposit,0-30 Days,1,130.0,65.0,2.0
City Hotel,2017,March,Corporate,Transient,No Deposit,31-90 Days,2,447.0,81.0,2.5
City Hotel,2017,March,Direct,Transient-Party,No Deposit,0-30 Days,1,196.0,98.0,2.0
City Hotel,2017,March,Aviation,Transient,No Deposit,0-30 Days,1,190.0,95.0,2.0
City Hotel,2017,March,Offline TA/TO,Transient,Non Refund,181-365 Days,1,270.0,90.0,3.0
City Hotel,2017,March,Groups,Transient-Party,No Deposit,181-365 Days,2,544.5,90.75,3.0
City Hotel,2017,March,Direct,Transient,No Deposit,91-180 Days,2,629.76,89.72,3.5
City Hotel,2017,April,Online TA,Transient,No Deposit,91-180 Days,282,133734.36,132.45,3.53
City Hotel,2017,April,Online TA,Transient,No Deposit,31-90 Days,262,132003.89,145.75,3.42
City Hotel,2017,April,Groups,Transient-Party,No Deposit,91-180 Days,4,1242.0,96.0,3.25
City Hotel,2017,April,Groups,Transient-Party,No Deposit,181-365 Days,3,614.0,86.0,2.33
City Hotel,2017,April,Online TA,Transient,No Deposit,181-365 Days,172,76712.48,121.3,3.68
City Hotel,2017,April,Online TA,Transient,No Deposit,0-30 Days,130,54367.91,154.14,2.67
City Hotel,2017,April,Offline TA/TO,Transient,No Deposit,31-90 Days,6,2789.2,115.13,4.0
City Hotel,2017,April,Offline TA/TO,Contract,No Deposit,31-90 Days,2,592.0,74.0,4.0
City Hotel,2017,April,Groups,Transient-Party,No Deposit,31-90 Days,4,1287.0,65.25,4.25
City Hotel,2017,April,Direct,Transient,No Deposit,0-30 Days,13,4202.87,125.81,2.38
City Hotel,2017,April,Groups,Transient,Non Refund,91-180 Days,13,3230.0,99.23,2.54
City Hotel,2017,April,Groups,Transient,Non Refund,181-365 Days,6,1750.0,96.67,3.0
City Hotel,2017,April,Groups,Transient,Non Refund,31-90 Days,9,2920.0,112.22,2.89
City Hotel,2017,April,Direct,Transient,No Deposit,91-180 Days,8,5231.77,147.32,4.5
City Hotel,2017,April,Aviation,Transient,No Deposit,0-30 Days,3,1248.0,113.17,3.67
City Hotel,2017,April,Offline TA/TO,Transient,Non Refund,365+ Days,7,1290.0,87.14,2.14
City Hotel,2017,April,Offline TA/TO,Transient,Non Refund,91-180 Days,15,5038.0,99.47,3.33
City Hotel,2017,April,Complementary,Transient,No Deposit,0-30 Days,3,0.0,0.0,0.67
City Hotel,2017,April,Offline TA/TO,Transient,No Deposit,0-30 Days,3,390.5,130.17,1.0
City Hotel,2017,April,Corporate,Transient-Party,No Deposit,31-90 Days,2,640.0,105.0,3.0
City Hotel,2017,April,Corporate,Transient,No Deposit,31-90 Days,2,380.0,95.0,2.0
City Hotel,2017,April,Groups,Transient-Party,No Deposit,0-30 Days,1,18.0,6.0,3.0
City Hotel,2017,April,Direct,Transient,No Deposit,31-90 Days,12,7808.0,151.25,4.42
City Hotel,2017,April,Corporate,Transient,Non Refund,31-90 Days,2,510.0,85.0,3.0
City Hotel,2017,April,Complementary,Transient,No Deposit,31-90 Days,1,0.0,0.0,1.0
City Hotel,2017,April,Offline TA/TO,Transient,No Deposit,91-180 Days,6,2529.7,89.68,4.67
City Hotel,2017,April,Corporate,Transient,No Deposit,0-30 Days,4,380.0,95.0,1.0
City Hotel,2017,April,Direct,Transient,No Deposit,181-365 Days,4,1299.5,98.75,3.25
City Hotel,2017,April,Offline TA/TO,Transient-Party,No Deposit,181-365 Days,2,570.0,82.5,3.5
City Hotel,2017,April,Offline TA/TO,Transient-Party,No Deposit,91-180 Days,5,2480.0,104.0,4.8
City Hotel,2017,April,Online TA,Transient,Refundable,0-30 Days,1,365.01,121.67,3.0
City Hotel,2017,April,Offline TA/TO,Transient-Party,No Deposit,31-90 Days,5,1905.0,91.0,4.2
City Hotel,2017,April,Online TA,Transient,Refundable,91-180 Days,1,198.0,99.0,2.0
City Hotel,2017,April,Direct,Transient,Non Refund,0-30 Days,4,410.4,102.6,1.0
City Hotel,2017,April,Direct,Transient-Party,No Deposit,91-180 Days,1,400.0,100.0,4.0
City Hotel,2017,April,Offline TA/TO,Group,No Deposit,0-30 Days,1,95.0,95.0,1.0
City Hotel,2017,April,Offline TA/TO,Transient,Non Refund,181-365 Days,2,750.0,105.0,3.5
City Hotel,2017,May,Online TA,Transient,No Deposit,31-90 Days,196,112310.08,165.72,3.42
City Hotel,2017,May,Online TA,Transient,No Deposit,0-30 Days,165,82696.77,166.75,2.87
City Hotel,2017,May,Offline TA/TO,Transient,No Deposit,31-90 Days,19,8028.71,107.4,3.68
City Hotel,2017,May,Online TA,Transient,No Deposit,181-365 Days,208,92231.23,127.12,3.45
City Hotel,2017,May,Direct,Transient,No Deposit,181-365 Days,5,2519.6,120.91,4.0
City Hotel,2017,May,Online TA,Transient,No Deposit,91-180 Days,297,141876.31,137.8,3.47
City Hotel,2017,May,Offline TA/TO,Transient,No Deposit,91-180 Days,18,5731.42,92.35,3.44
City Hotel,2017,May,Offline TA/TO,Transient,No Deposit,0-30 Days,8,2385.1,108.46,2.75
City Hotel,2017,May,Groups,Transient,Non Refund,91-180 Days,23,8170.0,124.57,2.78
City Hotel,2017,May,Direct,Transient,No Deposit,31-90 Days,12,5491.89,159.92,3.17
City Hotel,2017,May,Groups,Transient,Non Refund,181-365 Days,17,5570.0,117.06,2.76
City Hotel,2017,May,Direct,Transient,No Deposit,91-180 Days,17,8736.79,142.46,3.47
City Hotel,2017,May,Groups,Transient-Party,No Deposit,31-90 Days,12,3145.01,111.97,2.42
City Hotel,2017,May,Direct,Transient,No Deposit,0-30 Days,18,7887.04,150.48,2.39
City Hotel,2017,May,Groups,Transient,Non Refund,31-90 Days,5,990.0,122.0,1.6
City Hotel,2017,May,Offline TA/TO,Transient-Party,No Deposit,181-365 Days,10,1880.6,88.87,2.1
City Hotel,2017,May,Groups,Transient-Party,No Deposit,181-365 Days,7,1520.4,81.46,2.57
City Hotel,2017,May,Offline TA/TO,Transient,Non Refund,365+ Days,4,690.0,87.5,2.0
City Hotel,2017,May,Corporate,Transient,No Deposit,0-30 Days,6,770.0,86.67,1.17
City Hotel,2017,May,Groups,Transient-Party,No Deposit,0-30 Days,10,2430.0,120.0,2.0
City Hotel,2017,May,Groups,Transient,No Deposit,0-30 Days,1,510.0,127.5,4.0
City Hotel,2017,May,Online TA,Transient,Refundable,31-90 Days,1,861.3,172.26,5.0
City Hotel,2017,May,Groups,Transient,Non Refund,0-30 Days,2,180.0,90.0,1.0
City Hotel,2017,May,Offline TA/TO,Transient,No Deposit,181-365 Days,4,347.4,86.85,1.0
City Hotel,2017,May,Corporate,Transient-Party,No Deposit,0-30 Days,2,440.0,110.0,2.0
City Hotel,2017,May,Offline TA/TO,Transient,Non Refund,181-365 Days,3,1154.2,113.8,3.33
City Hotel,2017,May,Direct,Transient-Party,No Deposit,31-90 Days,1,94.4,23.6,4.0
City Hotel,2017,May,Online TA,Transient,No Deposit,365+ Days,1,416.0,104.0,4.0
City Hotel,2017,May,Offline TA/TO,Transient,Non Refund,91-180 Days,9,3950.2,154.49,2.89
City Hotel,2017,May,Offline TA/TO,Transient-Party,Non Refund,365+ Days,1,90.0,90.0,1.0
City Hotel,2017,May,Complementary,Transient,No Deposit,0-30 Days,3,0.0,0.0,1.33
City Hotel,2017,May,Offline TA/TO,Transient-Party,No Deposit,365+ Days,1,270.0,90.0,3.0
City Hotel,2017,May,Corporate,Group,No Deposit,0-30 Days,2,905.0,295.0,1.5
City Hotel,2017,May,Groups,Transient,Non Refund,365+ Days,5,960.0,88.0,2.2
City Hotel,2017,May,Offline TA/TO,Transient,Non Refund,0-30 Days,2,652.0,113.5,3.0
City Hotel,2017,May,Direct,Transient-Party,No Deposit,0-30 Days,1,288.0,144.0,2.0
City Hotel,2017,May,Offline TA/TO,Transient,Non Refund,31-90 Days,3,796.0,132.67,2.0
City Hotel,2017,May,Aviation,Transient,No Deposit,0-30 Days,1,95.0,95.0,1.0
City Hotel,2017,May,Groups,Transient-Party,No Deposit,365+ Days,2,608.01,101.34,3.0
City Hotel,2017,June,Online TA,Transient,No Deposit,91-180 Days,285,137209.25,142.99,3.4
City Hotel,2017,June,Online TA,Transient,No Deposit,0-30 Days,89,35274.42,154.46,2.48
City Hotel,2017,June,Groups,Transient,Non Refund,91-180 Days,15,5270.0,124.0,2.8
City Hotel,2017,June,Groups,Transient,Non Refund,181-365 Days,20,7115.0,110.25,3.15
City Hotel,2017,June,Online TA,Transient,No Deposit,31-90 Days,197,96944.44,151.9,3.26
City Hotel,2017,June,Direct,Transient,No Deposit,91-180 Days,28,11381.17,139.64,2.96
City Hotel,2017,June,Online TA,Transient,No Deposit,181-365 Days,118,67874.86,132.4,4.35
City Hotel,2017,June,Direct,Transient,No Deposit,0-30 Days,18,18845.19,190.21,4.83
City Hotel,2017,June,Complementary,Transient,No Deposit,0-30 Days,3,0.0,0.0,1.0
City Hotel,2017,June,Groups,Transient-Party,No Deposit,181-365 Days,4,1390.0,100.0,3.5
City Hotel,2017,June,Offline TA/TO,Transient,No Deposit,91-180 Days,14,4763.1,89.84,3.79
City Hotel,2017,June,Direct,Transient,No Deposit,31-90 Days,17,10884.5,174.25,3.35
City Hotel,2017,June,Groups,Transient,No Deposit,181-365 Days,1,90.0,90.0,1.0
City Hotel,2017,June,Offline TA/TO,Transient,No Deposit,31-90 Days,12,3166.99,95.46,2.75
City Hotel,2017,June,Offline TA/TO,Transient,Non Refund,181-365 Days,10,3385.0,121.0,2.8
City Hotel,2017,June,Groups,Transient-Party,No Deposit,365+ Days,4,810.0,67.5,3.0
City Hotel,2017,June,Groups,Transient-Party,No Deposit,91-180 Days,4,718.01,123.17,1.5
City Hotel,2017,June,Groups,Transient-Party,No Deposit,0-30 Days,1,338.01,112.67,3.0
City Hotel,2017,June,Offline TA/TO,Transient,No Deposit,181-365 Days,3,1649.7,95.7,5.67
City Hotel,2017,June,Aviation,Transient,No Deposit,0-30 Days,12,3303.0,106.92,2.67
City Hotel,2017,June,Offline TA/TO,Transient-Party,No Deposit,181-365 Days,5,905.52,76.78,2.4
City Hotel,2017,June,Offline TA/TO,Transient,No Deposit,0-30 Days,6,1093.0,116.17,1.67
City Hotel,2017,June,Groups,Transient,No Deposit,91-180 Days,1,267.3,89.1,3.0
City Hotel,2017,June,Groups,Transient-Party,Non Refund,365+ Days,1,90.0,90.0,1.0
City Hotel,2017,June,Groups,Transient,Non Refund,365+ Days,5,780.0,88.0,1.8
City Hotel,2017,June,Corporate,Transient,No Deposit,0-30 Days,4,495.0,93.75,1.25
City Hotel,2017,June,Offline TA/TO,Transient-Party,No Deposit,0-30 Days,1,130.0,130.0,1.0
City Hotel,2017,June,Offline TA/TO,Transient,Non Refund,0-30 Days,1,333.0,166.5,2.0
City Hotel,2017,June,Offline TA/TO,Transient,Non Refund,91-180 Days,8,2365.0,122.5,2.38
City Hotel,2017,June,Offline TA/TO,Transient-Party,No Deposit,91-180 Days,4,1500.0,100.25,3.75
City Hotel,2017,June,Online TA,Transient,Non Refund,0-30 Days,1,97.58,97.58,1.0
City Hotel,2017,June,Groups,Transient-Party,No Deposit,31-90 Days,2,470.0,92.5,2.5
City Hotel,2017,June,Direct,Transient-Party,No Deposit,31-90 Days,1,683.5,136.7,5.0
City Hotel,2017,June,Corporate,Transient,Non Refund,181-365 Days,2,920.0,115.0,4.0
City Hotel,2017,June,Corporate,Transient,Non Refund,91-180 Days,1,440.0,110.0,4.0
City Hotel,2017,June,Direct,Transient,No Deposit,181-365 Days,2,846.0,106.5,4.0
City Hotel,2017,June,Offline TA/TO,Transient-Party,No Deposit,365+ Days,2,404.8,101.2,2.0
City Hotel,2017,June,Corporate,Transient-Party,No Deposit,0-30 Days,5,700.0,100.0,1.4
City Hotel,2017,June,Online TA,Transient-Party,No Deposit,0-30 Days,2,532.8,133.2,2.0
City Hotel,2017,July,Online TA,Transient,No Deposit,91-180 Days,291,156743.51,136.29,3.92
City Hotel,2017,July,Online TA,Transient,No Deposit,181-365 Days,289,149977.63,121.45,4.18
City Hotel,2017,July,Online TA,Transient,No Deposit,0-30 Days,118,46871.78,149.84,2.59
City Hotel,2017,July,Direct,Transient,No Deposit,181-365 Days,10,5359.64,143.69,3.3
City Hotel,2017,July,Online TA,Transient-Party,No Deposit,181-365 Days,2,593.1,98.85,3.0
City Hotel,2017,July,Groups,Transient-Party,No Deposit,365+ Days,4,1118.01,93.17,3.0
City Hotel,2017,July,Offline TA/TO,Transient,No Deposit,31-90 Days,10,1426.7,83.93,1.7
City Hotel,2017,July,Online TA,Transient,No Deposit,31-90 Days,157,76643.33,154.79,3.13
City Hotel,2017,July,Direct,Transient,No Deposit,91-180 Days,13,8539.96,145.02,4.46
City Hotel,2017,July,Offline TA/TO,Transient,No Deposit,91-180 Days,22,10007.7,87.39,5.05
City Hotel,2017,July,Corporate,Transient,No Deposit,0-30 Days,7,605.0,77.14,1.14
City Hotel,2017,July,Offline TA/TO,Transient,Non Refund,365+ Days,5,780.0,88.0,1.8
